,Gene Symbol,Interactor Symbol,Entrez ID,Evidence,Interactor Name,Uniport ID,Reference,Species,Interaction Type,edge,loci,loci-Gene-Symbol,loci-Interactor-Symbol
21533,FMR1,PRKACA,5566,PAR-CLIP,"protein kinase, cAMP-dependent, catalytic, alpha",P17612,23235829,Homo sapiens,RNA Binding,"FMR1,PRKACA",,Xq27.3,0
21534,FMR1,PRKAG1,5571,PAR-CLIP,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit",P54619,23235829,Homo sapiens,RNA Binding,"FMR1,PRKAG1",,Xq27.3,0
21535,FMR1,PRKAR1A,5573,PAR-CLIP,"protein kinase, cAMP-dependent, regulatory, type I, alpha",P10644,23235829,Homo sapiens,RNA Binding,"FMR1,PRKAR1A",,Xq27.3,0
21536,FMR1,PRKAR2A,5576,PAR-CLIP,"protein kinase, cAMP-dependent, regulatory, type II, alpha",P13861,23235829,Homo sapiens,RNA Binding,"FMR1,PRKAR2A",,Xq27.3,0
21537,FMR1,PRKAR2B,5577,PAR-CLIP,"protein kinase, cAMP-dependent, regulatory, type II, beta",P31323,23235829,Homo sapiens,RNA Binding,"FMR1,PRKAR2B",,Xq27.3,0
21538,FMR1,PRKCA,5578,PAR-CLIP,"protein kinase C, alpha",P17252,23235829,Homo sapiens,RNA Binding,"FMR1,PRKCA",,Xq27.3,17q24.2
21539,FMR1,PRKCD,5580,PAR-CLIP,"protein kinase C, delta",Q05655,23235829,Homo sapiens,RNA Binding,"FMR1,PRKCD",,Xq27.3,0
21540,FMR1,PRKCH,5583,PAR-CLIP,"protein kinase C, eta",P24723,23235829,Homo sapiens,RNA Binding,"FMR1,PRKCH",,Xq27.3,0
21541,FMR1,PRKCQ,5588,PAR-CLIP;      RNA immunoprecipitation (RIP),"protein kinase C, theta",Q04759,23235829,Homo sapiens,RNA Binding,"FMR1,PRKCQ",,Xq27.3,0
21542,FMR1,PRKCSH,5589,PAR-CLIP,protein kinase C substrate 80K-H,P14314,23235829,Homo sapiens,RNA Binding,"FMR1,PRKCSH",,Xq27.3,0
21543,FMR1,PRKCZ,5590,PAR-CLIP;      RNA immunoprecipitation (RIP),"protein kinase C, zeta",Q05513,23235829,Homo sapiens,RNA Binding,"FMR1,PRKCZ",,Xq27.3,0
21544,FMR1,PRKD1,5587,PAR-CLIP,protein kinase D1,Q15139,23235829,Homo sapiens,RNA Binding,"FMR1,PRKD1",,Xq27.3,0
21545,FMR1,PRKD2,25865,PAR-CLIP,protein kinase D2,Q9BZL6,23235829,Homo sapiens,RNA Binding,"FMR1,PRKD2",,Xq27.3,19q13.32
21546,FMR1,PRKD3,23683,PAR-CLIP,protein kinase D3,O94806,23235829,Homo sapiens,RNA Binding,"FMR1,PRKD3",,Xq27.3,0
21547,FMR1,PRKDC,5591,PAR-CLIP;      RNA immunoprecipitation (RIP),"protein kinase, DNA-activated, catalytic polypeptide",P78527,23235829,Homo sapiens,RNA Binding,"FMR1,PRKDC",,Xq27.3,8q11.21
21548,FMR1,PRKG1,5592,PAR-CLIP,"protein kinase, cGMP-dependent, type I",Q13976,23235829,Homo sapiens,RNA Binding,"FMR1,PRKG1",,Xq27.3,0
21549,FMR1,PRKRIP1,79706,PAR-CLIP,PRKR interacting protein 1 (IL11 inducible),Q9H875,23235829,Homo sapiens,RNA Binding,"FMR1,PRKRIP1",,Xq27.3,0
21550,FMR1,PRKRIR,5612,PAR-CLIP,"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)",O43422,23235829,Homo sapiens,RNA Binding,"FMR1,PRKRIR",,Xq27.3,0
21551,FMR1,PRMT1,3276,PAR-CLIP,protein arginine methyltransferase 1,B4E3C3,23235829,Homo sapiens,RNA Binding,"FMR1,PRMT1",,Xq27.3,0
21552,FMR1,PRMT2,3275,PAR-CLIP,protein arginine methyltransferase 2,P55345,23235829,Homo sapiens,RNA Binding,"FMR1,PRMT2",,Xq27.3,0
21553,FMR1,PRMT3,10196,PAR-CLIP,protein arginine methyltransferase 3,Q8WUV3,23235829,Homo sapiens,RNA Binding,"FMR1,PRMT3",,Xq27.3,0
21554,FMR1,PRMT5,10419,PAR-CLIP,protein arginine methyltransferase 5,O14744,23235829,Homo sapiens,RNA Binding,"FMR1,PRMT5",,Xq27.3,0
21555,FMR1,PRMT6,55170,PAR-CLIP;      RNA immunoprecipitation (RIP),protein arginine methyltransferase 6,Q96LA8,23235829,Homo sapiens,RNA Binding,"FMR1,PRMT6",,Xq27.3,0
21556,FMR1,PRMT7,54496,PAR-CLIP;      RNA immunoprecipitation (RIP),protein arginine methyltransferase 7,Q9NVM4,23235829,Homo sapiens,RNA Binding,"FMR1,PRMT7",,Xq27.3,0
21557,FMR1,PRNP,5621,PAR-CLIP,prion protein,P04156,23235829,Homo sapiens,RNA Binding,"FMR1,PRNP",,Xq27.3,0
21558,FMR1,PROC,5624,PAR-CLIP,protein C (inactivator of coagulation factors Va and VIIIa),P04070,23235829,Homo sapiens,RNA Binding,"FMR1,PROC",,Xq27.3,0
21559,FMR1,PROCR,10544,PAR-CLIP,"protein C receptor, endothelial",Q9UNN8,23235829,Homo sapiens,RNA Binding,"FMR1,PROCR",,Xq27.3,0
21560,FMR1,PROSER1,80209,PAR-CLIP,proline and serine rich 1,Q86XN7,23235829,Homo sapiens,RNA Binding,"FMR1,PROSER1",,Xq27.3,0
21561,FMR1,PROX1,5629,PAR-CLIP;      RNA immunoprecipitation (RIP),prospero homeobox 1,Q92786,23235829,Homo sapiens,RNA Binding,"FMR1,PROX1",,Xq27.3,0
21562,FMR1,PRPF18,8559,PAR-CLIP;      RNA immunoprecipitation (RIP),PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae),Q99633,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF18",,Xq27.3,0
21563,FMR1,PRPF19,27339,PAR-CLIP,PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae),Q9UMS4,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF19",,Xq27.3,0
21564,FMR1,PRPF3,9129,PAR-CLIP;      RNA immunoprecipitation (RIP),PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae),O43395,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF3",,Xq27.3,0
21565,FMR1,PRPF31,26121,PAR-CLIP,PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae),F1T0A5,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF31",,Xq27.3,0
21566,FMR1,PRPF38A,84950,PAR-CLIP,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,Q8NAV1,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF38A",,Xq27.3,0
21567,FMR1,PRPF38B,55119,PAR-CLIP,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,Q5VTL8,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF38B",,Xq27.3,0
21568,FMR1,PRPF39,55015,PAR-CLIP,PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae),Q86UA1,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF39",,Xq27.3,14q21.2
21569,FMR1,PRPF4,9128,PAR-CLIP;      RNA immunoprecipitation (RIP),PRP4 pre-mRNA processing factor 4 homolog (yeast),O43172,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF4",,Xq27.3,0
21570,FMR1,PRPF40A,55660,PAR-CLIP;      RNA immunoprecipitation (RIP),PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae),O75400,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF40A",,Xq27.3,0
21571,FMR1,PRPF40B,25766,PAR-CLIP,PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae),Q6NWY9,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF40B",,Xq27.3,0
21572,FMR1,PRPF4B,8899,PAR-CLIP,PRP4 pre-mRNA processing factor 4 homolog B (yeast),Q13523,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF4B",,Xq27.3,0
21573,FMR1,PRPF6,24148,PAR-CLIP;      RNA immunoprecipitation (RIP),PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae),O94906,23235829,Homo sapiens,RNA Binding,"FMR1,PRPF6",,Xq27.3,0
21574,FMR1,PRPS1,5631,PAR-CLIP,phosphoribosyl pyrophosphate synthetase 1,B7ZB02,23235829,Homo sapiens,RNA Binding,"FMR1,PRPS1",,Xq27.3,0
21575,FMR1,PRPS2,5634,PAR-CLIP,phosphoribosyl pyrophosphate synthetase 2,P11908,23235829,Homo sapiens,RNA Binding,"FMR1,PRPS2",,Xq27.3,0
21576,FMR1,PRPSAP1,5635,PAR-CLIP,phosphoribosyl pyrophosphate synthetase-associated protein 1,Q14558,23235829,Homo sapiens,RNA Binding,"FMR1,PRPSAP1",,Xq27.3,0
21577,FMR1,PRPSAP2,5636,PAR-CLIP,phosphoribosyl pyrophosphate synthetase-associated protein 2,O60256,23235829,Homo sapiens,RNA Binding,"FMR1,PRPSAP2",,Xq27.3,0
21578,FMR1,PRR11,55771,PAR-CLIP,proline rich 11,Q96HE9,23235829,Homo sapiens,RNA Binding,"FMR1,PRR11",,Xq27.3,0
21579,FMR1,PRR14,78994,PAR-CLIP,proline rich 14,Q9BWN1,23235829,Homo sapiens,RNA Binding,"FMR1,PRR14",,Xq27.3,0
21580,FMR1,PRR14L,253143,PAR-CLIP,proline rich 14-like,Q5THK1,23235829,Homo sapiens,RNA Binding,"FMR1,PRR14L",,Xq27.3,22q12.2
21581,FMR1,PRR3,80742,PAR-CLIP,proline rich 3,B3KQA4,23235829,Homo sapiens,RNA Binding,"FMR1,PRR3",,Xq27.3,0
21582,FMR1,PRRC1,133619,PAR-CLIP,proline-rich coiled-coil 1,Q96M27,23235829,Homo sapiens,RNA Binding,"FMR1,PRRC1",,Xq27.3,0
21583,FMR1,PRRC2A,7916,"IP;  LC-MS/MS,PAR-CLIP",proline-rich coiled-coil 2A,P48634,23235829,Homo sapiens,RNA Binding,"FMR1,PRRC2A",,Xq27.3,0
21584,FMR1,PRRC2A,7916,"IP;  LC-MS/MS,PAR-CLIP",proline-rich coiled-coil 2A,P48634,26949739,Homo sapiens,Protein Binding,"FMR1,PRRC2A",,Xq27.3,0
21585,FMR1,PRRC2B,84726,PAR-CLIP,proline-rich coiled-coil 2B,Q5JSZ5,23235829,Homo sapiens,RNA Binding,"FMR1,PRRC2B",,Xq27.3,0
21586,FMR1,PRRC2C,23215,"IP;  LC-MS/MS,PAR-CLIP",proline-rich coiled-coil 2C,Q9Y520,23235829,Homo sapiens,RNA Binding,"FMR1,PRRC2C",,Xq27.3,0
21587,FMR1,PRRC2C,23215,"IP;  LC-MS/MS,PAR-CLIP",proline-rich coiled-coil 2C,Q9Y520,26949739,Homo sapiens,Protein Binding,"FMR1,PRRC2C",,Xq27.3,0
21588,FMR1,PRRG1,5638,PAR-CLIP,proline rich Gla (G-carboxyglutamic acid) 1,O14668,23235829,Homo sapiens,RNA Binding,"FMR1,PRRG1",,Xq27.3,0
21589,FMR1,PRRG4,79056,PAR-CLIP,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane),Q9BZD6,23235829,Homo sapiens,RNA Binding,"FMR1,PRRG4",,Xq27.3,0
21590,FMR1,PRRX1,5396,PAR-CLIP,paired related homeobox 1,P54821,23235829,Homo sapiens,RNA Binding,"FMR1,PRRX1",,Xq27.3,0
21591,FMR1,PRSS12,8492,PAR-CLIP,"protease, serine, 12 (neurotrypsin, motopsin)",P56730,23235829,Homo sapiens,RNA Binding,"FMR1,PRSS12",,Xq27.3,0
21592,FMR1,PRTFDC1,56952,PAR-CLIP,phosphoribosyl transferase domain containing 1,Q9NRG1,23235829,Homo sapiens,RNA Binding,"FMR1,PRTFDC1",,Xq27.3,0
21593,FMR1,PRTG,283659,PAR-CLIP,protogenin,Q2VWP7,23235829,Homo sapiens,RNA Binding,"FMR1,PRTG",,Xq27.3,0
21594,FMR1,PRUNE,58497,PAR-CLIP,prune homolog (Drosophila),Q86TP1,23235829,Homo sapiens,RNA Binding,"FMR1,PRUNE",,Xq27.3,0
21595,FMR1,PRUNE2,158471,PAR-CLIP,prune homolog 2 (Drosophila),Q8WUY3,23235829,Homo sapiens,RNA Binding,"FMR1,PRUNE2",,Xq27.3,9q21.2
21596,FMR1,PRX,57716,PAR-CLIP,periaxin,Q9BXM0,23235829,Homo sapiens,RNA Binding,"FMR1,PRX",,Xq27.3,0
21597,FMR1,PSAT1,29968,PAR-CLIP,phosphoserine aminotransferase 1,Q9Y617,23235829,Homo sapiens,RNA Binding,"FMR1,PSAT1",,Xq27.3,0
21598,FMR1,PSD3,23362,PAR-CLIP,pleckstrin and Sec7 domain containing 3,Q9NYI0,23235829,Homo sapiens,RNA Binding,"FMR1,PSD3",,Xq27.3,8p22
21599,FMR1,PSEN1,5663,PAR-CLIP,presenilin 1,P49768,23235829,Homo sapiens,RNA Binding,"FMR1,PSEN1",,Xq27.3,0
21600,FMR1,PSIP1,11168,PAR-CLIP;      RNA immunoprecipitation (RIP),PC4 and SFRS1 interacting protein 1,O75475,23235829,Homo sapiens,RNA Binding,"FMR1,PSIP1",,Xq27.3,0
21601,FMR1,PSKH1,5681,PAR-CLIP,protein serine kinase H1,P11801,23235829,Homo sapiens,RNA Binding,"FMR1,PSKH1",,Xq27.3,0
21602,FMR1,PSMA1,5682,PAR-CLIP,"proteasome (prosome, macropain) subunit, alpha type, 1",P25786,23235829,Homo sapiens,RNA Binding,"FMR1,PSMA1",,Xq27.3,0
21603,FMR1,PSMA3,5684,PAR-CLIP,"proteasome (prosome, macropain) subunit, alpha type, 3",P25788,23235829,Homo sapiens,RNA Binding,"FMR1,PSMA3",,Xq27.3,0
21604,FMR1,PSMA4,5685,PAR-CLIP,"proteasome (prosome, macropain) subunit, alpha type, 4",P25789,23235829,Homo sapiens,RNA Binding,"FMR1,PSMA4",,Xq27.3,0
21605,FMR1,PSMA5,5686,PAR-CLIP,"proteasome (prosome, macropain) subunit, alpha type, 5",B4E2V4,23235829,Homo sapiens,RNA Binding,"FMR1,PSMA5",,Xq27.3,0
21606,FMR1,PSMA6,5687,PAR-CLIP,"proteasome (prosome, macropain) subunit, alpha type, 6",P60900,23235829,Homo sapiens,RNA Binding,"FMR1,PSMA6",,Xq27.3,0
21607,FMR1,PSMA7,5688,PAR-CLIP,"proteasome (prosome, macropain) subunit, alpha type, 7",O14818,23235829,Homo sapiens,RNA Binding,"FMR1,PSMA7",,Xq27.3,0
21608,FMR1,PSMB1,5689,PAR-CLIP,"proteasome (prosome, macropain) subunit, beta type, 1",P20618,23235829,Homo sapiens,RNA Binding,"FMR1,PSMB1",,Xq27.3,0
21609,FMR1,PSMB2,5690,PAR-CLIP,"proteasome (prosome, macropain) subunit, beta type, 2",B7Z478,23235829,Homo sapiens,RNA Binding,"FMR1,PSMB2",,Xq27.3,0
21610,FMR1,PSMB3,5691,PAR-CLIP,"proteasome (prosome, macropain) subunit, beta type, 3",P49720,23235829,Homo sapiens,RNA Binding,"FMR1,PSMB3",,Xq27.3,0
21611,FMR1,PSMB4,5692,PAR-CLIP,"proteasome (prosome, macropain) subunit, beta type, 4",P28070,23235829,Homo sapiens,RNA Binding,"FMR1,PSMB4",,Xq27.3,0
21612,FMR1,PSMB5,5693,PAR-CLIP,"proteasome (prosome, macropain) subunit, beta type, 5",E9PAV2,23235829,Homo sapiens,RNA Binding,"FMR1,PSMB5",,Xq27.3,0
21613,FMR1,PSMB6,5694,PAR-CLIP,"proteasome (prosome, macropain) subunit, beta type, 6",P28072,23235829,Homo sapiens,RNA Binding,"FMR1,PSMB6",,Xq27.3,0
21614,FMR1,PSMC2,5701,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",B7Z571,23235829,Homo sapiens,RNA Binding,"FMR1,PSMC2",,Xq27.3,0
21615,FMR1,PSMC3,5702,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, ATPase, 3",P17980,23235829,Homo sapiens,RNA Binding,"FMR1,PSMC3",,Xq27.3,0
21616,FMR1,PSMC3IP,29893,PAR-CLIP,PSMC3 interacting protein,C5ILB7,23235829,Homo sapiens,RNA Binding,"FMR1,PSMC3IP",,Xq27.3,0
21617,FMR1,PSMC4,5704,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",A8K2M0,23235829,Homo sapiens,RNA Binding,"FMR1,PSMC4",,Xq27.3,0
21618,FMR1,PSMC5,5705,PAR-CLIP;      RNA immunoprecipitation (RIP),"proteasome (prosome, macropain) 26S subunit, ATPase, 5",P62195,23235829,Homo sapiens,RNA Binding,"FMR1,PSMC5",,Xq27.3,0
21619,FMR1,PSMD1,5707,PAR-CLIP;      RNA immunoprecipitation (RIP),"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",Q99460,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD1",,Xq27.3,0
21620,FMR1,PSMD10,5716,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",O75832,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD10",,Xq27.3,0
21621,FMR1,PSMD11,5717,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",O00231,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD11",,Xq27.3,17q11.2
21622,FMR1,PSMD12,5718,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",O00232,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD12",,Xq27.3,17q24.2
21623,FMR1,PSMD13,5719,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13",Q9UNM6,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD13",,Xq27.3,0
21624,FMR1,PSMD14,10213,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",O00487,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD14",,Xq27.3,0
21625,FMR1,PSMD2,5708,PAR-CLIP;      RNA immunoprecipitation (RIP),"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",Q13200,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD2",,Xq27.3,0
21626,FMR1,PSMD3,5709,"IP;  LC-MS/MS,PAR-CLIP","proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",O43242,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD3",,Xq27.3,0
21627,FMR1,PSMD3,5709,"IP;  LC-MS/MS,PAR-CLIP","proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",O43242,26949739,Homo sapiens,Protein Binding,"FMR1,PSMD3",,Xq27.3,0
21628,FMR1,PSMD4,5710,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",P55036,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD4",,Xq27.3,0
21629,FMR1,PSMD6,9861,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",Q15008,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD6",,Xq27.3,3p14.1
21630,FMR1,PSMD7,5713,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",P51665,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD7",,Xq27.3,0
21631,FMR1,PSMD8,5714,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8",P48556,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD8",,Xq27.3,0
21632,FMR1,PSMD9,5715,PAR-CLIP,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",O00233,23235829,Homo sapiens,RNA Binding,"FMR1,PSMD9",,Xq27.3,0
21633,FMR1,PSME3,10197,Y2H,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",P61289,21653829,Homo sapiens,Protein Binding,"FMR1,PSME3",,Xq27.3,0
21634,FMR1,PSME4,23198,PAR-CLIP,"proteasome (prosome, macropain) activator subunit 4",Q14997,23235829,Homo sapiens,RNA Binding,"FMR1,PSME4",,Xq27.3,0
21635,FMR1,PSMF1,9491,PAR-CLIP,"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)",Q92530,23235829,Homo sapiens,RNA Binding,"FMR1,PSMF1",,Xq27.3,0
21636,FMR1,PSMG2,56984,PAR-CLIP,"proteasome (prosome, macropain) assembly chaperone 2",Q969U7,23235829,Homo sapiens,RNA Binding,"FMR1,PSMG2",,Xq27.3,0
21637,FMR1,PSMG3,84262,PAR-CLIP,"proteasome (prosome, macropain) assembly chaperone 3",Q9BT73,23235829,Homo sapiens,RNA Binding,"FMR1,PSMG3",,Xq27.3,0
21638,FMR1,PSMG4,389362,PAR-CLIP,"proteasome (prosome, macropain) assembly chaperone 4",Q5JS54,23235829,Homo sapiens,RNA Binding,"FMR1,PSMG4",,Xq27.3,0
21639,FMR1,PSPC1,55269,PAR-CLIP,paraspeckle component 1,B4DWI8,23235829,Homo sapiens,RNA Binding,"FMR1,PSPC1",,Xq27.3,0
21640,FMR1,PSPH,5723,PAR-CLIP,phosphoserine phosphatase,P78330,23235829,Homo sapiens,RNA Binding,"FMR1,PSPH",,Xq27.3,0
21641,FMR1,PSRC1,84722,PAR-CLIP,proline/serine-rich coiled-coil 1,Q6PGN9,23235829,Homo sapiens,RNA Binding,"FMR1,PSRC1",,Xq27.3,0
21642,FMR1,PTAR1,375743,PAR-CLIP,protein prenyltransferase alpha subunit repeat containing 1,Q7Z6K3,23235829,Homo sapiens,RNA Binding,"FMR1,PTAR1",,Xq27.3,0
21643,FMR1,PTBP1,5725,PAR-CLIP,polypyrimidine tract binding protein 1,P26599,23235829,Homo sapiens,RNA Binding,"FMR1,PTBP1",,Xq27.3,0
21644,FMR1,PTBP2,58155,PAR-CLIP,polypyrimidine tract binding protein 2,Q9UKA9,23235829,Homo sapiens,RNA Binding,"FMR1,PTBP2",,Xq27.3,1p21.3
21645,FMR1,PTCD1,26024,PAR-CLIP;      RNA immunoprecipitation (RIP),pentatricopeptide repeat domain 1,A4D273,23235829,Homo sapiens,RNA Binding,"FMR1,PTCD1",,Xq27.3,0
21646,FMR1,PTCD2,79810,PAR-CLIP,pentatricopeptide repeat domain 2,Q8WV60,23235829,Homo sapiens,RNA Binding,"FMR1,PTCD2",,Xq27.3,0
21647,FMR1,PTCD3,55037,PAR-CLIP,pentatricopeptide repeat domain 3,Q96EY7,23235829,Homo sapiens,RNA Binding,"FMR1,PTCD3",,Xq27.3,0
21648,FMR1,PTCH2,8643,PAR-CLIP,patched 2,Q9Y6C5,23235829,Homo sapiens,RNA Binding,"FMR1,PTCH2",,Xq27.3,0
21649,FMR1,PTCHD1,139411,PAR-CLIP,patched domain containing 1,Q96NR3,23235829,Homo sapiens,RNA Binding,"FMR1,PTCHD1",,Xq27.3,Xp22.11
21650,FMR1,PTDSS1,9791,PAR-CLIP,phosphatidylserine synthase 1,P48651,23235829,Homo sapiens,RNA Binding,"FMR1,PTDSS1",,Xq27.3,8q22.1
21651,FMR1,PTDSS2,81490,PAR-CLIP,phosphatidylserine synthase 2,Q9BVG9,23235829,Homo sapiens,RNA Binding,"FMR1,PTDSS2",,Xq27.3,0
21652,FMR1,PTER,9317,PAR-CLIP,phosphotriesterase related,Q96BW5,23235829,Homo sapiens,RNA Binding,"FMR1,PTER",,Xq27.3,0
21653,FMR1,PTGER3,5733,PAR-CLIP,prostaglandin E receptor 3 (subtype EP3),P43115,23235829,Homo sapiens,RNA Binding,"FMR1,PTGER3",,Xq27.3,0
21654,FMR1,PTGES3,10728,PAR-CLIP,prostaglandin E synthase 3 (cytosolic),Q15185,23235829,Homo sapiens,RNA Binding,"FMR1,PTGES3",,Xq27.3,0
21655,FMR1,PTGFRN,5738,PAR-CLIP;      RNA immunoprecipitation (RIP),prostaglandin F2 receptor inhibitor,Q9P2B2,23235829,Homo sapiens,RNA Binding,"FMR1,PTGFRN",,Xq27.3,0
21656,FMR1,PTGS1,5742,PAR-CLIP,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),P23219,23235829,Homo sapiens,RNA Binding,"FMR1,PTGS1",,Xq27.3,0
21657,FMR1,PTK7,5754,PAR-CLIP,protein tyrosine kinase 7,Q13308,23235829,Homo sapiens,RNA Binding,"FMR1,PTK7",,Xq27.3,6p21.1
21658,FMR1,PTMA,5757,PAR-CLIP,"prothymosin, alpha",P06454,23235829,Homo sapiens,RNA Binding,"FMR1,PTMA",,Xq27.3,0
21659,FMR1,PTMS,5763,PAR-CLIP,parathymosin,P20962,23235829,Homo sapiens,RNA Binding,"FMR1,PTMS",,Xq27.3,0
21660,FMR1,PTOV1,53635,PAR-CLIP,prostate tumor overexpressed 1,Q86YD1,23235829,Homo sapiens,RNA Binding,"FMR1,PTOV1",,Xq27.3,0
21661,FMR1,PTP4A1,7803,PAR-CLIP,"protein tyrosine phosphatase type IVA, member 1",Q93096,23235829,Homo sapiens,RNA Binding,"FMR1,PTP4A1",,Xq27.3,0
21662,FMR1,PTP4A2,8073,PAR-CLIP,"protein tyrosine phosphatase type IVA, member 2",Q12974,23235829,Homo sapiens,RNA Binding,"FMR1,PTP4A2",,Xq27.3,0
21663,FMR1,PTPDC1,138639,PAR-CLIP,protein tyrosine phosphatase domain containing 1,A2A3K4,23235829,Homo sapiens,RNA Binding,"FMR1,PTPDC1",,Xq27.3,0
21664,FMR1,PTPLAD1,51495,PAR-CLIP,protein tyrosine phosphatase-like A domain containing 1,Q9P035,23235829,Homo sapiens,RNA Binding,"FMR1,PTPLAD1",,Xq27.3,0
21665,FMR1,PTPLB,201562,PAR-CLIP,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b",Q6Y1H2,23235829,Homo sapiens,RNA Binding,"FMR1,PTPLB",,Xq27.3,0
21666,FMR1,PTPN1,5770,PAR-CLIP,"protein tyrosine phosphatase, non-receptor type 1",P18031,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN1",,Xq27.3,0
21667,FMR1,PTPN12,5782,PAR-CLIP,"protein tyrosine phosphatase, non-receptor type 12",B4E105,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN12",,Xq27.3,0
21668,FMR1,PTPN13,5783,PAR-CLIP;      RNA immunoprecipitation (RIP),"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)",O14603,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN13",,Xq27.3,0
21669,FMR1,PTPN14,5784,PAR-CLIP;      RNA immunoprecipitation (RIP),"protein tyrosine phosphatase, non-receptor type 14",A8K6H6,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN14",,Xq27.3,0
21670,FMR1,PTPN18,26469,PAR-CLIP,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",Q99952,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN18",,Xq27.3,0
21671,FMR1,PTPN2,5771,PAR-CLIP,"protein tyrosine phosphatase, non-receptor type 2",P17706,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN2",,Xq27.3,0
21672,FMR1,PTPN23,25930,PAR-CLIP,"protein tyrosine phosphatase, non-receptor type 23",Q9H3S7,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN23",,Xq27.3,0
21673,FMR1,PTPN3,5774,PAR-CLIP;      RNA immunoprecipitation (RIP),"protein tyrosine phosphatase, non-receptor type 3",B7Z9V1,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN3",,Xq27.3,0
21674,FMR1,PTPN4,5775,PAR-CLIP,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",P29074,23235829,Homo sapiens,RNA Binding,"FMR1,PTPN4",,Xq27.3,0
